id	movies_95_04	main_genre
4857	11	Drama
4669	11	Drama
10092	19	Comedy
13714	21	Drama
10879	18	Drama
9124	14	Comedy
5369	48	Action
16207	12	Drama
9497	26	Drama
8690	12	Thriller
3429	72	Thriller
13131	20	War
2220	14	Comedy
8505	18	Thriller
15060	18	Music
16251	27	Drama
9471	15	Drama
11695	19	Drama
5719	10	Horror
11081	17	Drama
12009	10	Adult
7474	14	Comedy
3758	10	Drama
15192	10	Comedy
1099	12	Drama
11603	13	Drama
14799	16	Drama
10845	14	Drama
3499	30	Drama
8594	12	Drama
16536	11	Comedy
5885	70	Crime
782	27	Comedy
2523	26	Crime
12423	11	Music
9376	21	Drama
9650	20	Romance
8566	17	Family
5658	29	Romance
10574	10	Music
17032	22	Drama
11423	21	Drama
17139	10	Comedy
686	21	Drama
12433	10	Adult
10328	15	Drama
15679	10	Comedy
9050	14	Comedy
1618	12	Adult
14752	10	Drama
5462	11	Action
278	36	Drama
476	24	Drama
5158	11	Comedy
13228	10	Romance
4275	14	Sci-Fi
6832	25	Drama
13256	40	Drama
5471	10	Action
16310	12	Drama
13014	11	Music
11033	20	Comedy
8232	11	Sci-Fi
3194	10	Drama
1008	17	Drama
11828	10	Comedy
16028	10	Comedy
12781	17	Drama
3531	10	Drama
11051	16	Family
17803	21	Adult
3418	27	Comedy
8436	34	Romance
4058	21	Drama
10947	10	Drama
5599	28	Drama
16847	17	Thriller
1408	79	Sci-Fi
14371	16	Drama
9773	10	Drama
14510	23	Crime
7708	20	Drama
4582	12	Comedy
3000	13	Music
10756	13	Drama
7380	24	Drama
1462	12	Adult
8979	10	Family
1203	18	Drama
13157	20	Thriller
2676	29	Music
4502	18	Drama
2104	36	Drama
910	12	Drama
2170	12	Drama
10110	14	Fantasy
5088	17	Drama
14774	10	Crime
6446	12	Adult
16846	10	Drama
9482	14	Drama
2242	32	Comedy
7486	16	Comedy
10034	15	Adult
2204	17	Comedy
1346	26	Animation
10355	11	Horror
13053	16	Horror
4662	12	Romance
3291	26	Comedy
11954	19	Adult
14780	37	Crime
8338	31	War
7642	14	Drama
8495	16	Sci-Fi
11963	12	Adult
13920	13	Comedy
6274	24	Adult
15534	18	Drama
11814	19	Adventure
16191	13	Drama
7497	13	Drama
14927	30	Comedy
2592	10	Drama
11720	10	Romance
2849	16	Thriller
4464	18	Drama
3941	14	Drama
13035	12	Thriller
4535	40	Drama
6655	25	Drama
6852	20	Drama
13362	14	Comedy
6534	15	Comedy
7252	12	Comedy
5657	11	Drama
1359	13	Fantasy
11893	57	Horror
5584	38	Comedy
15383	12	Romance
2745	12	Crime
8729	13	Drama
9103	36	Family
4701	13	Romance
3715	14	Drama
5762	24	Drama
13668	14	Family
17181	12	Drama
7280	11	Comedy
13650	31	Crime
16380	13	Comedy
9130	12	Comedy
1966	10	Adult
9586	29	Drama
4092	29	Romance
2439	19	Sci-Fi
16140	14	Drama
3982	26	Comedy
7221	17	Comedy
17478	21	Drama
13268	16	Family
6576	19	Crime
8758	36	Drama
12336	23	Adult
11442	15	Romance
16315	13	Comedy
2520	90	Crime
9170	42	Drama
14956	20	Drama
12841	18	Drama
10808	64	Action
8744	21	Comedy
12251	22	Thriller
16117	21	Thriller
6745	10	Thriller
17231	18	Music
6592	29	Crime
17662	13	Comedy
3249	31	Drama
6205	12	Adult
1459	46	Music
6988	28	Western
11112	15	Drama
1891	32	Adult
5012	13	Drama
13471	14	Sci-Fi
1003	15	Drama
12278	26	Romance
9942	15	Drama
12641	11	Comedy
11444	15	Drama
7584	13	Music
6450	16	Comedy
13427	20	Crime
3578	16	Drama
932	18	Drama
8843	14	Adult
6334	57	Adult
10818	14	Action
11422	17	Sci-Fi
16270	12	Romance
3833	24	Drama
12784	10	Drama
4881	16	Drama
12924	13	Drama
13687	26	Drama
10711	13	Drama
2897	18	Music
16650	10	Drama
4713	34	Drama
161	94	Adult
3213	109	Comedy
2754	10	Crime
1690	279	Adult
10872	18	Music
2138	10	Comedy
1116	10	Thriller
12466	29	Adult
4731	17	Romance
11663	15	Romance
15008	18	Comedy
16572	12	Romance
6276	10	Adult
816	15	Drama
10834	12	Action
14740	16	Drama
10558	13	Romance
16077	18	Drama
17236	11	Horror
10072	18	Adult
5673	16	Thriller
14325	11	Comedy
13070	23	Adult
4818	25	Drama
8598	11	Drama
781	24	Drama
5516	19	Action
1890	68	Adult
687	21	Thriller
5473	33	Action
10968	13	Mystery
11602	14	Comedy
961	12	Drama
11951	13	Comedy
16655	10	Comedy
17276	17	Comedy
1375	13	Animation
5744	22	Drama
11588	39	Comedy
16805	11	Drama
15279	12	Drama
5114	13	Romance
1822	10	Adult
15700	11	Romance
16791	14	Drama
14833	13	Thriller
9786	18	Drama
692	37	Comedy
11629	33	Drama
662	30	Music
5293	40	Drama
11685	13	Romance
5415	21	Action
17465	10	Drama
14729	12	Adult
8082	51	Drama
1882	22	Adult
1334	16	Action
7480	14	Music
12510	20	Drama
5110	14	Comedy
5995	27	Drama
10406	10	Comedy
10613	37	Family
3955	18	Comedy
12453	17	Adult
9069	13	Drama
6299	50	Adult
8252	21	Comedy
2163	37	Crime
15760	10	Romance
17324	13	Drama
1131	44	Drama
15040	11	Drama
9489	16	Comedy
3562	23	Drama
11315	12	Sci-Fi
4308	18	Sci-Fi
13394	14	Drama
8506	10	Drama
4220	13	Music
2365	10	Animation
16124	22	Drama
12061	11	Romance
10813	39	Action
5626	13	Music
9866	11	Romance
16938	10	Drama
13006	64	Adult
11050	11	Music
9425	30	Drama
12197	15	Comedy
12179	25	Drama
9550	10	Family
4294	18	Fantasy
2806	40	Drama
12998	19	Adult
44	28	Drama
12396	16	Drama
9972	18	Comedy
7236	18	Thriller
7225	44	Horror
9159	12	Drama
1959	40	Adult
10641	13	Animation
2113	37	Drama
12709	11	Thriller
6269	15	Adult
14003	24	Drama
14667	43	Comedy
1687	66	Adult
1190	20	Drama
3845	11	Action
5038	27	Comedy
17207	10	Drama
10227	10	Action
3330	10	Thriller
1183	13	Drama
11066	20	Comedy
17263	13	Thriller
10492	10	Romance
13150	18	Drama
4365	14	Drama
12341	39	Adult
5566	24	Drama
5515	12	Action
9783	10	Fantasy
4191	12	Drama
8889	10	Romance
3663	112	Adult
2684	33	Music
14946	44	Drama
16053	11	Drama
17268	13	Drama
12900	16	Comedy
17536	10	Comedy
13080	10	Drama
4235	28	Drama
5168	14	Drama
3054	26	Crime
11184	41	Crime
16399	14	Action
1548	68	Sci-Fi
8259	15	Comedy
13804	10	Comedy
15901	12	Drama
10231	15	Drama
12632	16	Comedy
14990	25	Thriller
8353	18	Drama
1218	11	Drama
14470	15	Crime
15658	10	Comedy
12775	10	Drama
14706	11	Adult
10045	18	Adult
2808	11	Thriller
9006	19	Drama
15525	16	Crime
17911	11	Drama
10093	21	Comedy
15528	19	Romance
14489	11	Drama
12532	23	Adult
9791	17	Romance
15663	12	Thriller
6605	12	Thriller
9138	14	Drama
9230	13	Comedy
1142	17	Comedy
6416	39	Adult
3076	15	Drama
6683	34	Sci-Fi
3623	21	Sci-Fi
2939	16	Comedy
6719	13	Animation
7532	10	Adult
8288	10	Fantasy
4758	11	Drama
4477	26	Drama
5544	11	Drama
10868	12	Sci-Fi
10441	14	Drama
9	17	Drama
16304	10	Drama
14694	39	Adult
1744	93	Adult
783	12	Horror
6001	10	Crime
15891	12	Drama
8885	10	Comedy
7833	18	Drama
13534	12	Comedy
6971	20	Thriller
13514	20	Adult
2308	63	Adult
7271	20	Sci-Fi
551	45	Comedy
2916	22	Music
14237	10	Horror
13544	22	Drama
8643	15	Drama
7096	17	Drama
579	39	Family
8334	23	Drama
13066	10	Adult
17735	10	Fantasy
1423	37	Sci-Fi
15867	15	Comedy
5417	90	Action
9867	27	Adventure
324	16	Drama
11869	15	Crime
7890	20	Drama
15892	20	Comedy
16851	10	Romance
5793	10	Drama
5105	11	Drama
13868	23	Horror
11765	21	Comedy
11170	32	Drama
17409	10	Drama
16530	18	Drama
14574	11	Romance
5194	15	Romance
16284	16	Comedy
9231	10	Drama
16950	10	Romance
14508	23	Crime
9275	13	Music
1470	90	Drama
2032	10	Drama
2422	19	Animation
1818	66	Adult
12092	13	Romance
17790	13	Adult
5424	27	Action
16788	16	Romance
16350	19	Drama
5736	37	Family
6389	19	Drama
3651	18	Adult
17603	11	Comedy
15056	13	Adult
8654	18	Comedy
13940	10	Family
15784	24	Adult
11969	33	Adult
12270	23	Crime
11706	10	Romance
13891	10	Drama
17488	13	Comedy
238	17	Romance
8924	19	Comedy
6337	15	Adult
7336	14	Drama
8346	15	Comedy
9101	33	Music
10603	10	Fantasy
12774	35	Crime
5871	43	Drama
4176	10	Comedy
13231	33	Romance
5439	44	Action
5962	23	Drama
11215	16	Crime
12667	18	Thriller
16055	23	Drama
10714	13	Drama
14398	21	Romance
17346	12	Drama
7355	10	Drama
14896	13	Adult
11805	10	Music
12873	13	Thriller
17629	10	Drama
11091	13	Drama
13670	10	Drama
11933	27	Crime
4114	25	Romance
8285	22	Sci-Fi
17436	14	Drama
9459	10	Drama
11530	14	Comedy
9195	27	Drama
6257	13	Adult
16091	16	Drama
1348	10	Animation
283	12	Comedy
7368	15	Drama
3177	43	Drama
12029	16	Drama
1345	17	Animation
16317	10	Drama
602	20	Comedy
16689	11	Romance
17154	23	Action
8300	15	Sci-Fi
15611	10	Comedy
9396	47	Sci-Fi
17281	11	Drama
10122	10	Romance
1740	18	Adult
10353	18	Music
16859	12	Drama
13419	18	Crime
12496	10	Adult
6338	22	Adult
7806	10	Drama
16920	14	Drama
12693	15	Comedy
14961	17	Romance
16981	14	Drama
10453	16	Drama
15343	12	Drama
1333	17	Animation
13550	15	Drama
6015	12	Crime
7675	19	Comedy
3413	35	Thriller
1671	28	Adult
7643	11	Drama
926	21	Drama
11485	20	Adult
17340	10	Adult
17849	13	Comedy
5536	22	Thriller
11242	15	Thriller
11447	18	Drama
3463	11	Drama
11010	10	Romance
15439	16	Thriller
6507	33	Comedy
6871	16	Thriller
880	11	Drama
16205	14	Romance
15677	10	Drama
9561	21	Drama
14699	15	Adult
5164	16	Comedy
4617	22	Crime
10549	46	Action
8297	26	Drama
13335	22	Family
6868	12	Drama
11156	10	Thriller
12089	10	Drama
3886	40	Music
1647	42	Adult
9615	13	Drama
3706	28	Drama
16505	10	Comedy
15143	16	Action
13273	15	Drama
4812	10	Romance
13672	16	Drama
14328	13	
11983	11	Drama
17571	12	Comedy
11620	12	Crime
12535	24	Adult
4919	10	Thriller
977	20	Comedy
15053	12	Drama
5064	13	Drama
4376	10	Sci-Fi
371	20	Drama
8966	19	Drama
14009	10	Music
16030	13	Drama
5618	10	Comedy
6839	14	Drama
1535	10	Action
5420	59	Action
5680	20	Thriller
9816	17	Drama
7169	41	Music
14880	19	Adult
14183	16	Drama
2022	12	Sci-Fi
582	20	Drama
7660	13	Drama
15400	11	Romance
17138	16	Adult
2435	55	Sci-Fi
15211	10	Adventure
6302	32	Adult
1433	22	Sci-Fi
14268	13	Drama
11786	11	Adult
5399	51	Action
16975	10	Drama
16445	15	Drama
16580	10	Drama
449	15	Drama
4695	16	Drama
2269	262	Adult
12878	13	Romance
5247	14	Drama
3617	26	Drama
15753	14	Drama
1732	43	Adult
14890	11	Adult
11300	20	Drama
16335	10	Crime
14573	11	Romance
6419	146	Adult
11569	13	Drama
9066	13	Comedy
12835	10	
1884	47	Adult
6336	15	Adult
6294	34	Adult
10200	14	Comedy
6481	20	Drama
16646	17	Drama
14416	16	Drama
5514	53	Action
3474	16	Drama
12398	16	Drama
10604	12	Sci-Fi
10165	22	Comedy
17405	10	Family
15574	10	Drama
3214	18	Drama
12292	12	Comedy
9427	12	Drama
935	16	Drama
12610	33	Drama
11060	11	Drama
17356	18	Drama
17508	12	Drama
6679	63	Sci-Fi
7000	12	Drama
10582	14	Drama
16455	10	Drama
3574	26	Drama
4770	10	Romance
17422	14	Comedy
10990	11	Drama
12151	10	Romance
792	28	Drama
14533	12	Comedy
5467	44	Action
15183	11	Romance
15642	10	Drama
8229	18	Animation
1691	55	Adult
1522	17	Drama
13752	12	Romance
15339	11	Comedy
13609	14	Thriller
9839	11	Drama
13875	20	Comedy
17569	10	Drama
3805	38	Thriller
1774	14	Adult
8861	14	Drama
9273	13	Drama
9935	17	Drama
4432	20	Music
10920	10	Comedy
13423	24	Comedy
5302	10	Drama
2954	14	Comedy
10241	18	Drama
9514	10	Drama
6997	13	Drama
3447	12	Drama
3069	24	Drama
6586	63	Crime
14907	16	Adult
9519	24	Drama
8971	18	Music
10611	15	Fantasy
9486	16	Drama
1426	13	Animation
3041	16	Drama
329	16	Drama
7801	23	Drama
15745	26	Drama
17445	28	Drama
2355	79	Adult
6845	14	Drama
13117	10	Drama
11311	12	Comedy
13186	34	Romance
16044	10	Comedy
4241	19	Thriller
456	20	Drama
6648	10	Drama
767	15	Drama
4604	18	Drama
2387	17	Animation
12533	12	Adult
15291	15	Comedy
2554	18	Crime
17522	10	Drama
3535	11	Drama
1848	89	Adult
8563	13	Family
14317	15	Comedy
4324	12	Sci-Fi
14838	11	Drama
4687	13	Romance
8519	14	Horror
969	15	Comedy
8197	17	Sci-Fi
706	35	Music
13507	78	Drama
11863	11	Drama
1896	11	Adult
14335	17	Comedy
9906	28	Thriller
9481	21	Drama
3235	63	Drama
13207	23	Romance
12626	13	Crime
6060	20	Animation
833	12	Drama
10573	11	Drama
3246	28	Drama
6494	22	Family
8130	13	Sci-Fi
5154	19	Drama
4912	39	Drama
6362	17	Comedy
15499	11	Drama
828	10	Drama
9212	19	Comedy
12148	20	Drama
13425	33	Drama
1933	19	Adult
12468	26	Adult
5661	18	Drama
14115	21	Drama
14184	10	Family
12719	17	Thriller
14222	10	Drama
3397	18	Comedy
4024	15	Thriller
10969	21	Comedy
6911	10	Mystery
13820	12	Drama
7923	27	Drama
9760	15	Drama
8587	50	Drama
14841	13	Drama
10087	24	Comedy
2148	40	Drama
7527	57	Adult
2169	12	Comedy
13389	11	Drama
4116	17	Comedy
17407	14	Thriller
4981	12	Comedy
544	11	Comedy
13911	17	Comedy
233	20	Drama
15350	20	Animation
12188	12	Drama
11017	12	Drama
4130	22	Action
11084	15	Drama
1596	120	Adult
10436	10	Drama
868	19	Drama
10596	10	Drama
9537	13	Drama
4035	34	Drama
5272	11	Drama
7329	11	Romance
16813	11	Comedy
10306	18	Romance
641	28	Drama
3121	22	Comedy
17611	10	Adult
12721	16	Crime
14163	13	Drama
14995	15	Music
17080	17	Adult
10673	15	Thriller
604	13	Drama
11281	16	Drama
8268	32	Sci-Fi
5990	18	Drama
9822	15	Thriller
7108	13	Drama
2678	25	Music
5847	48	Crime
17519	16	Adult
1718	117	Adult
17828	10	Drama
15482	13	Comedy
11829	40	Crime
390	21	Drama
17246	16	Drama
1077	10	Drama
12150	12	Drama
848	11	Drama
4509	31	Comedy
16471	12	Drama
8721	12	Thriller
3918	32	Comedy
12773	12	Drama
9163	13	Drama
7324	20	Drama
16644	18	Drama
17357	10	Romance
7216	12	Horror
14680	11	Sci-Fi
3049	16	Crime
1651	13	Adult
13795	13	Drama
5103	17	Drama
10212	16	Drama
1506	43	Thriller
5060	20	Drama
11492	31	Adult
7827	12	Drama
16259	10	Drama
17005	10	Drama
2024	15	Drama
15493	22	Romance
15545	11	Comedy
61	41	Adult
17638	11	Family
908	14	Drama
4396	16	Drama
16344	11	Comedy
17692	11	Mystery
4038	37	Drama
11630	17	Crime
8989	17	Comedy
1714	64	Adult
2943	10	Music
2844	10	Music
11096	19	Comedy
1849	121	Adult
529	55	Comedy
2407	75	Animation
5896	15	Drama
7669	21	Drama
14239	12	Drama
6888	16	Drama
668	16	Romance
17446	12	Drama
12725	10	Drama
17743	15	Drama
13121	15	Comedy
294	13	Drama
14702	11	Adult
16237	13	Romance
9965	14	Comedy
2136	16	Drama
3352	19	Drama
5017	19	Comedy
7739	24	Comedy
13671	12	Drama
5644	15	Thriller
11097	14	Drama
8572	11	Thriller
13929	14	Drama
4960	14	Drama
6266	39	Adult
14791	10	Drama
11549	24	Drama
2217	32	Drama
9180	21	Drama
2612	17	Music
13022	11	Adult
9110	11	War
15952	11	Comedy
1515	15	Drama
17018	11	Drama
7034	14	Drama
16442	10	Family
4519	11	Drama
16409	11	Sci-Fi
3887	11	Music
1066	29	Comedy
12657	14	Family
12229	18	Drama
5873	20	Drama
6277	33	Adult
1484	15	Drama
4151	16	Drama
6197	21	Adult
8317	10	War
1823	23	Adult
16473	12	Drama
15926	22	Drama
14072	11	
16994	13	Mystery
13151	10	Drama
122	11	Adult
15293	12	Comedy
9093	12	Drama
12601	14	Drama
9388	32	Horror
259	24	Drama
14712	15	Adult
6228	33	Adult
5944	22	Comedy
629	25	Drama
9751	16	Drama
7595	16	Drama
2763	10	Comedy
12772	28	Crime
3230	24	Drama
16086	22	Drama
1511	13	Drama
17053	15	Drama
12340	10	Adult
1085	20	Thriller
2388	27	Animation
2051	22	Drama
11882	13	Comedy
5185	15	Comedy
17040	25	Drama
11027	14	Comedy
9928	15	Drama
631	22	Romance
1759	29	Adult
6326	42	Adult
12526	17	Drama
1753	93	Adult
16608	13	Drama
13164	13	Comedy
14598	14	Drama
2651	15	Music
10159	14	Thriller
5009	34	Comedy
6406	29	Adult
11752	15	Drama
13962	10	Drama
14840	26	Drama
1947	50	Adult
17747	14	Comedy
16289	10	Drama
2953	28	Comedy
8986	35	Drama
13651	18	Crime
555	23	Thriller
17088	11	Drama
5772	18	Drama
13768	12	Drama
3342	24	Family
1875	25	Adult
3752	14	Thriller
4929	16	Drama
17025	13	Adult
156	255	Adult
14757	14	Crime
6496	17	Comedy
7416	11	Drama
10589	12	Drama
15774	15	Adventure
1529	97	Drama
15298	18	Drama
5604	22	Drama
16525	13	Horror
12178	16	Drama
6906	10	Thriller
554	20	Comedy
16279	11	Comedy
10386	20	Romance
10341	14	Drama
11072	10	Crime
1666	44	Adult
10576	11	Drama
565	52	Drama
13971	27	Comedy
6944	10	Drama
6217	30	Adult
13849	14	Drama
14304	18	Drama
11320	16	Action
8445	27	Comedy
10923	15	Thriller
13470	12	Drama
3910	19	Crime
9686	12	Drama
17191	14	Comedy
11534	45	Adult
12506	14	Sci-Fi
9417	26	Drama
124	41	Adult
7984	27	Drama
14646	12	Drama
7188	30	Drama
9967	24	Comedy
363	15	Drama
1091	21	Drama
14125	10	Drama
8153	22	Sci-Fi
14832	11	Drama
17535	13	Romance
507	14	Comedy
3603	26	Drama
10979	17	Romance
13396	13	Romance
4314	17	Fantasy
15520	14	Drama
938	11	Drama
6424	40	Adult
1286	11	Drama
4936	26	Drama
1068	11	Drama
1941	55	Adult
5486	16	Comedy
11157	10	Drama
13263	13	Action
4366	25	Thriller
4496	18	Drama
8448	18	Western
5329	21	Family
15158	15	Drama
1637	145	Adult
7671	14	Drama
17380	13	Drama
3815	25	Thriller
2744	25	Drama
4985	10	Drama
5697	12	Drama
6699	30	Sci-Fi
17657	19	Adult
9172	20	Drama
5347	42	Action
3722	43	Drama
9748	11	Thriller
13254	10	Drama
136	32	Adult
16069	10	Drama
6455	14	Thriller
4186	15	Action
4659	20	Comedy
11911	24	Action
1036	26	Drama
16733	10	Adult
16014	19	Comedy
6485	10	Drama
17693	10	Mystery
9039	32	Drama
4996	11	Drama
3662	10	Adult
7802	16	Comedy
6414	10	Adult
5760	20	Drama
11654	21	Drama
1118	20	Drama
10469	17	Romance
2083	11	Comedy
13238	10	Comedy
5598	31	Music
12612	10	Drama
89	132	Adult
7570	23	Comedy
2586	10	Comedy
13881	12	Drama
10544	18	Romance
15684	11	Comedy
17594	10	Adult
5359	19	Action
3610	12	Comedy
251	18	Comedy
8520	19	Drama
7100	22	Drama
9746	14	Drama
17748	11	Comedy
12989	10	Drama
11799	10	Music
1023	40	Drama
10622	15	Comedy
699	19	Music
13416	16	Romance
8184	18	Drama
624	40	Thriller
2819	17	Thriller
5742	22	Comedy
2139	16	Drama
13174	52	Drama
2883	13	Music
16528	10	Drama
15049	10	Adult
5188	21	Drama
14770	16	Comedy
15278	10	Drama
702	45	Comedy
372	23	Drama
1934	23	Adult
1464	47	Drama
1170	16	Thriller
10242	24	Western
2108	280	Adult
4897	13	Drama
2705	17	Music
8789	27	Mystery
1132	13	Comedy
2110	10	Drama
13774	17	Crime
9738	12	Drama
7071	10	Thriller
13823	27	Horror
6342	13	Thriller
6191	69	Adult
5761	10	Drama
6938	10	Comedy
7036	13	Drama
3385	34	Drama
1998	18	Drama
4402	23	Drama
7597	10	Music
355	14	Drama
11583	16	Comedy
7863	10	Drama
12449	11	Adult
12062	11	Romance
13114	10	Comedy
4231	35	Drama
10651	10	Drama
411	28	Drama
5968	15	Comedy
10487	10	Drama
15244	15	Drama
10953	10	Sci-Fi
13535	17	Drama
10312	11	Drama
5440	23	Action
13192	19	Romance
8375	13	Drama
4375	10	Sci-Fi
340	17	Drama
16244	16	Drama
10412	10	Romance
2884	16	Music
803	79	Drama
12635	17	Family
11127	17	Drama
4776	33	Drama
3245	26	Music
9164	16	Drama
8321	16	Drama
8207	11	Animation
640	26	Music
9640	17	Drama
14479	12	Comedy
8235	12	Sci-Fi
5358	64	Action
9284	18	Comedy
4831	11	Drama
1899	19	Adult
488	20	Thriller
8315	13	Drama
2354	42	Adult
16995	14	Drama
902	15	Drama
12261	16	Drama
14095	19	Drama
2908	11	Comedy
12540	16	Adult
6571	48	Crime
6045	18	Sci-Fi
4199	10	Music
11177	31	Thriller
10404	11	Animation
12489	19	Adult
12856	10	Crime
7050	10	Comedy
13378	10	Thriller
6796	17	Drama
6081	23	Drama
3937	17	Drama
14798	12	Comedy
2059	30	Romance
234	26	Comedy
13266	14	Drama
11484	14	Adult
1455	31	Thriller
8639	10	Drama
4063	12	Drama
11849	10	Crime
4672	16	Romance
5994	48	Drama
3264	36	Family
14343	10	Drama
6198	65	Adult
11385	12	Comedy
1835	44	Adult
2247	15	Comedy
14892	15	Adult
5435	16	Action
17137	12	Comedy
9608	15	Drama
17428	10	Drama
13020	16	Comedy
3496	30	Drama
8438	23	Comedy
1065	37	Drama
16218	33	Crime
960	35	Comedy
13300	17	Drama
2202	11	Drama
16839	10	Drama
9945	19	Romance
6791	11	Drama
481	31	Comedy
16283	10	Drama
5688	11	Drama
1296	35	Animation
2061	35	Comedy
10757	21	Drama
11208	42	Crime
14567	10	Romance
1974	22	Adult
13938	11	Romance
13202	22	Romance
4159	16	Romance
15688	20	Drama
12037	16	Drama
277	11	Drama
9131	12	Drama
8647	10	Drama
1288	30	Fantasy
10777	11	Comedy
1907	216	Adult
2535	16	Drama
6020	49	Crime
16126	14	Drama
11140	16	Drama
11507	27	Adult
9888	11	Music
2816	43	Drama
14635	18	Drama
14767	17	Comedy
4251	23	Drama
16292	10	Crime
412	71	Adult
2982	20	Comedy
249	21	Drama
1674	97	Adult
16687	11	Romance
1242	35	Drama
17341	11	Adult
6169	17	Drama
17641	21	Adult
28	31	Comedy
6052	29	Drama
6506	26	Comedy
2376	60	Sci-Fi
15695	14	Animation
9218	22	Drama
14225	13	Fantasy
15113	10	Drama
8209	10	Sci-Fi
11043	28	Drama
8489	18	Comedy
32	11	Comedy
10889	26	Sci-Fi
105	139	Adult
14210	13	Drama
11363	12	Comedy
4868	11	Drama
17168	16	Action
9213	25	Drama
10790	33	Action
11891	12	Romance
7184	22	Action
11013	11	Drama
12646	11	Romance
9905	13	Drama
1711	141	Adult
16011	14	Drama
5526	26	Action
2238	32	Comedy
16651	10	Drama
5716	11	Comedy
2497	32	Crime
3297	30	Romance
10977	37	Comedy
9521	20	Comedy
14278	21	Drama
4076	25	Drama
13444	15	Drama
14373	11	Drama
11464	10	Drama
12881	10	Drama
14487	10	Drama
6339	41	Adult
14732	10	Adult
10276	16	Drama
15118	13	Comedy
4449	13	Drama
6793	16	Thriller
7273	13	Comedy
9228	11	Drama
6598	26	Drama
12585	14	Comedy
12205	10	Drama
1126	11	Drama
17374	13	Drama
5236	31	Drama
1098	20	Drama
11811	12	Drama
5383	18	Action
2655	22	Comedy
1920	130	Adult
12439	60	Adult
11922	10	Comedy
12502	64	Adult
15593	10	Drama
6957	11	Drama
16503	16	Music
15166	10	Romance
16522	11	Drama
11968	10	Adult
11274	16	Drama
17004	13	Drama
14109	12	Drama
12960	14	Comedy
13136	13	Drama
15019	10	Adult
5048	10	Drama
3761	10	Drama
216	22	Drama
2128	11	Drama
6990	15	Thriller
12819	29	Adult
7868	13	Drama
4374	80	Animation
11558	34	Comedy
12084	31	Action
2614	15	Comedy
10424	15	Drama
11276	10	Drama
17305	11	Adult
15414	12	Romance
219	16	Drama
16815	10	Drama
15355	12	Drama
116	67	Adult
5949	35	Thriller
626	41	Comedy
17455	11	Drama
336	20	Drama
8088	17	Thriller
1011	20	Comedy
9886	12	
14784	11	Drama
4307	41	Fantasy
9331	35	Music
10621	12	Drama
1279	36	Drama
14718	18	Adult
8101	10	Drama
5741	28	Comedy
2288	22	Adult
1720	20	Adult
14773	20	Comedy
12729	18	Drama
5001	10	Drama
9803	10	Romance
1049	20	Drama
15763	10	Romance
3477	12	Comedy
2631	22	Comedy
12224	10	War
9869	10	
2777	25	Drama
9952	38	Drama
10927	12	Comedy
2171	10	Drama
14975	10	Romance
13277	10	Drama
13654	10	Thriller
5975	32	Drama
12140	23	Drama
6842	21	Drama
12952	11	Drama
7187	13	Horror
10456	10	Drama
11521	22	Drama
16228	16	Drama
5521	21	Action
17434	10	Drama
5844	51	Crime
8238	17	Action
1236	25	Action
5770	21	Drama
15451	11	Drama
17862	10	Drama
14303	12	Drama
13824	13	Horror
14611	12	Comedy
7602	11	Comedy
11854	27	Crime
5463	15	Action
10100	13	Music
9106	15	Drama
4401	13	Comedy
9409	19	Drama
297	14	Drama
16229	10	Drama
3078	15	Comedy
2782	16	Thriller
5364	75	Action
9743	15	Drama
17286	11	Drama
842	27	Drama
16934	12	Action
4000	61	Comedy
919	21	Drama
5535	23	Drama
10892	21	Drama
7974	14	Drama
3106	29	Crime
11723	11	Drama
12082	10	Romance
5484	17	Action
4305	22	Sci-Fi
15283	25	Family
10734	17	Drama
4483	18	Thriller
12869	16	Drama
16953	10	Thriller
5431	15	Action
16001	18	Comedy
15757	13	Comedy
5208	18	Drama
8650	14	Thriller
4689	12	Drama
17213	12	Comedy
16516	13	Drama
11088	32	Drama
5556	25	Drama
15693	11	Drama
3747	20	Drama
17391	11	Family
3900	14	Drama
7712	11	Romance
6787	10	Thriller
10903	29	Drama
3873	10	Thriller
17585	10	Adult
12479	16	Adult
17119	10	Comedy
16757	10	Thriller
15215	10	Drama
8350	14	Thriller
2600	15	Music
8420	16	Comedy
15436	18	Romance
915	21	Drama
5321	24	Family
4445	10	Drama
14540	12	Drama
7993	21	Drama
15519	10	Comedy
7168	23	Horror
9879	29	Comedy
1318	17	Thriller
11917	11	Comedy
14252	11	Crime
15275	16	Horror
8270	19	Animation
12174	13	Drama
10997	19	Drama
6128	12	Crime
1160	10	Drama
3723	21	Drama
14048	20	Adult
15692	36	Thriller
10094	11	Music
13142	11	Comedy
1082	12	Drama
6923	11	Drama
3671	13	Adult
40	15	Drama
6386	13	Drama
16671	11	Drama
5554	11	Drama
11154	16	Drama
10147	42	Drama
16186	10	Comedy
7235	16	Thriller
2484	32	Crime
14260	21	Drama
15673	10	Adult
9765	17	Drama
7772	12	Drama
5337	11	Drama
3349	25	Comedy
3540	16	Drama
2576	27	Family
17672	10	Drama
17104	15	Romance
8867	19	Comedy
4051	10	Drama
6596	17	Drama
3820	20	Romance
1059	14	Drama
10485	11	Romance
14004	12	Drama
10998	13	Drama
3416	14	Thriller
5863	56	Crime
11533	13	Comedy
16562	16	Sci-Fi
685	13	Comedy
9350	24	Drama
2999	15	Music
6136	32	Drama
2742	16	Drama
12094	12	Romance
